city,locality,property_type,area_sqft,bhk,bathrooms,floor_no,total_floors,age_years,furnishing,parking,gym,pool,security,schools_score,hospitals_score,price
Mumbai,Malad,Apartment,333.3,1,1,5,14,5,Semi-Furnished,1,0,0,0,7.65,7.73,5853000
Mumbai,Andheri West,Apartment,941.5,2,1,14,15,0,Furnished,2,0,0,1,5.01,9.02,37244000
Nagpur,Kalmna,Apartment,1335.0,2,1,5,5,3,Semi-Furnished,0,0,0,0,5.15,5.23,4219000
Mumbai,Bandra West,Apartment,944.8,2,2,12,17,10,Semi-Furnished,2,0,0,1,4.96,6.45,40712000
Pune,Koregaon Park,Apartment,1628.5,3,2,0,1,15,Unfurnished,1,0,0,0,8.86,7.65,23256000
Nagpur,Kalmna,Apartment,2049.6,4,4,11,11,13,Unfurnished,2,0,0,0,7.63,6.63,7054000
Nagpur,Dharampeth,Apartment,2325.0,4,3,0,1,0,Semi-Furnished,1,0,0,1,10.0,2.5,15963000
Pune,Kothrud,Apartment,1402.4,2,1,7,10,27,Semi-Furnished,1,0,1,1,7.1,1.19,15556000
Mumbai,Panvel,Apartment,1004.2,2,2,7,12,3,Semi-Furnished,1,1,0,1,5.13,7.3,8849000
Mumbai,Goregaon,Apartment,1877.8,3,3,1,4,16,Unfurnished,0,0,0,0,6.07,6.27,31318000
Pune,Kothrud,Apartment,2645.8,4,4,1,7,7,Semi-Furnished,0,0,0,1,4.83,5.54,27421000
Pune,Hadapsar,Apartment,1175.8,2,2,1,4,25,Unfurnished,1,0,0,0,4.27,6.09,7667000
Nagpur,Civil Lines,Plot,2534.8,0,0,0,0,0,Unfurnished,1,0,0,0,5.85,6.26,18301000
Mumbai,Chembur,Apartment,2805.4,4,3,5,14,0,Semi-Furnished,1,0,0,1,7.66,10.0,77038000
Pune,Baner,Villa,1253.5,2,2,1,3,2,Unfurnished,0,0,0,1,4.84,6.35,18583000
Mumbai,Goregaon,Apartment,1197.7,2,1,24,24,2,Furnished,0,1,0,1,4.47,5.74,27524000
Mumbai,Malad,Apartment,1934.3,4,3,0,6,0,Semi-Furnished,2,0,0,1,5.73,4.36,39890000
Pune,Kalyani Nagar,Villa,1613.5,3,2,3,4,5,Semi-Furnished,1,0,0,1,10.0,5.9,31768000
Mumbai,Panvel,Apartment,1106.2,3,2,9,9,13,Semi-Furnished,2,0,0,1,5.62,2.54,9330000
Mumbai,Powai,Plot,2928.8,0,0,0,0,0,Unfurnished,1,0,0,0,5.97,6.66,58868000
Mumbai,Panvel,Apartment,2170.6,4,4,0,20,26,Furnished,1,0,0,1,5.46,7.29,16286000
Pune,Kalyani Nagar,Apartment,2048.9,4,4,7,7,2,Furnished,0,1,0,1,6.74,7.5,33421000
Nagpur,Besa,Plot,2184.3,0,0,0,0,0,Unfurnished,1,0,0,0,5.83,2.95,5474000
Nagpur,Hingna,Apartment,1892.5,4,3,4,4,4,Unfurnished,1,0,0,0,5.92,4.93,7340000
Pune,Wagholi,Apartment,1020.5,2,1,0,1,6,Semi-Furnished,1,1,0,1,3.47,3.09,5078000
Mumbai,Andheri West,Apartment,1763.0,3,3,10,20,9,Semi-Furnished,1,0,0,0,9.05,4.83,61859000
Mumbai,Bandra West,Apartment,449.5,1,1,9,11,3,Unfurnished,2,1,0,0,5.73,6.16,20754000
Mumbai,Malad,Apartment,2396.4,4,4,10,15,3,Semi-Furnished,1,0,0,1,7.94,6.62,45996000
Pune,Hadapsar,Plot,3617.3,0,0,0,0,0,Unfurnished,0,0,0,0,7.42,6.93,17750000
Pune,Wakad,Apartment,1637.2,3,2,4,12,9,Furnished,1,1,0,0,9.71,5.65,18995000
Mumbai,Chembur,Apartment,2597.7,4,3,2,13,20,Semi-Furnished,0,0,0,1,6.44,6.57,63483000
Nagpur,Hingna,Apartment,1503.7,3,3,3,10,2,Unfurnished,0,0,0,0,3.43,6.12,5434000
Pune,Wakad,Plot,3051.2,0,0,0,0,0,Unfurnished,0,0,0,0,6.81,6.92,22230000
Pune,Kothrud,Apartment,1428.9,3,2,0,1,3,Semi-Furnished,2,0,0,1,5.93,8.4,15253000
Nagpur,Hingna,Villa,1021.4,2,2,0,6,9,Furnished,1,0,0,1,7.42,1.72,4617000
Nagpur,Hingna,Plot,2517.9,0,0,0,0,0,Unfurnished,0,0,0,0,5.41,6.85,7752000
Nagpur,Manish Nagar,Apartment,2650.4,4,4,5,9,7,Unfurnished,1,0,0,1,5.7,6.41,14018000
Mumbai,Mira Road,Apartment,2665.0,4,3,15,21,15,Unfurnished,1,1,0,1,4.62,2.73,27487000
Pune,Koregaon Park,Villa,1710.5,3,2,8,8,0,Unfurnished,1,0,1,1,2.93,5.88,33032000
Mumbai,Powai,Apartment,1237.6,2,2,2,3,13,Unfurnished,2,1,0,0,4.89,5.95,35397000
Pune,Kothrud,Apartment,1573.4,3,2,3,3,1,Semi-Furnished,1,0,1,1,4.6,7.37,16706000
Mumbai,Goregaon,Apartment,2059.3,4,3,3,16,4,Semi-Furnished,1,1,0,0,5.3,5.25,33411000
Mumbai,Panvel,Apartment,1056.2,2,1,4,11,0,Furnished,1,0,0,0,4.41,4.76,11837000
Pune,Hadapsar,Apartment,1342.4,3,3,8,16,45,Semi-Furnished,1,0,0,1,7.94,6.08,8607000
Mumbai,Panvel,Villa,1844.7,3,3,18,21,12,Semi-Furnished,0,0,0,1,6.9,10.0,26171000
Pune,Kalyani Nagar,Apartment,1222.6,2,2,5,5,6,Semi-Furnished,0,0,1,0,8.99,4.99,20840000
Pune,Hinjewadi,Apartment,1176.7,2,2,2,4,1,Semi-Furnished,1,0,0,1,10.0,5.94,12818000
Nagpur,Wardha Road,Apartment,1579.4,3,3,0,1,3,Unfurnished,1,1,0,1,6.0,10.0,9658000
Pune,Wagholi,Apartment,819.6,2,2,0,3,12,Semi-Furnished,2,0,1,1,5.88,6.29,3663000
Nagpur,Civil Lines,Apartment,320.0,1,1,4,10,12,Furnished,0,0,0,1,6.85,10.0,3325000
Mumbai,Bandra West,Villa,1318.3,2,2,9,17,4,Unfurnished,0,0,1,1,6.21,6.42,77795000
Nagpur,Hingna,Apartment,444.9,1,1,7,7,3,Unfurnished,1,0,1,0,5.24,6.46,1650000
Mumbai,Goregaon,Plot,800.0,0,0,0,0,0,Unfurnished,1,0,0,0,6.65,4.78,10579000
Mumbai,Chembur,Apartment,1908.8,3,2,7,15,2,Unfurnished,0,1,0,1,7.87,10.0,53307000
Mumbai,Chembur,Apartment,2573.2,3,2,3,17,1,Semi-Furnished,2,1,0,1,5.14,5.72,60911000
Pune,Wakad,Apartment,480.7,1,1,0,6,0,Semi-Furnished,1,0,0,1,6.68,6.06,4585000
Pune,Koregaon Park,Villa,2226.4,4,3,3,8,0,Semi-Furnished,0,0,0,0,5.42,3.49,36098000
Mumbai,Powai,Apartment,1965.5,3,3,0,14,3,Unfurnished,1,1,0,1,2.6,6.8,47935000
Nagpur,Civil Lines,Apartment,927.8,2,1,2,3,0,Furnished,1,1,0,1,5.84,3.82,9280000
Pune,Hadapsar,Apartment,710.8,2,1,1,6,7,Semi-Furnished,1,0,0,0,8.95,5.93,6740000
Nagpur,Besa,Apartment,320.0,1,1,1,5,7,Unfurnished,0,1,0,1,6.34,2.41,1254000
Mumbai,Goregaon,Apartment,2045.1,4,4,6,13,2,Unfurnished,1,0,0,1,5.32,9.64,41667000
Pune,Kalyani Nagar,Apartment,989.3,2,2,8,10,5,Unfurnished,2,1,0,1,2.86,6.08,14444000
Nagpur,Besa,Villa,3886.6,5,4,9,9,13,Unfurnished,2,0,0,1,8.86,7.48,22222000
Nagpur,Manish Nagar,Apartment,326.1,1,1,4,5,0,Unfurnished,0,0,0,1,8.32,5.45,1788000
Pune,Kothrud,Apartment,1173.8,3,2,3,13,2,Unfurnished,0,0,1,0,7.78,8.61,14529000
Pune,Hinjewadi,Apartment,1105.0,2,2,11,13,5,Unfurnished,0,1,0,0,6.31,3.51,9163000
Nagpur,Ramdaspeth,Apartment,1104.6,2,2,7,8,27,Semi-Furnished,1,1,0,0,5.79,1.9,8186000
Mumbai,Panvel,Apartment,958.4,2,2,1,15,10,Unfurnished,2,1,0,1,6.47,7.91,9466000
Nagpur,Dharampeth,Plot,2176.6,0,0,0,0,0,Unfurnished,0,0,0,0,8.57,1.0,10755000
Mumbai,Powai,Apartment,2677.9,5,4,12,16,2,Unfurnished,0,1,0,1,8.24,5.63,70108000
Mumbai,Chembur,Villa,782.0,1,1,4,23,1,Unfurnished,1,1,0,1,5.88,6.37,23302000
Pune,Wagholi,Apartment,411.0,1,1,5,7,15,Semi-Furnished,1,0,0,0,7.72,4.52,2410000
Pune,Wagholi,Apartment,512.9,1,1,1,13,20,Semi-Furnished,0,0,0,0,4.69,7.89,2988000
Nagpur,Kalmna,Apartment,1598.8,2,1,1,2,2,Semi-Furnished,1,0,1,0,10.0,5.04,6330000
Mumbai,Goregaon,Villa,1958.3,4,4,0,15,15,Semi-Furnished,0,0,1,0,5.5,6.96,49330000
Pune,Wakad,Apartment,1905.5,3,2,4,5,4,Semi-Furnished,2,0,0,0,3.45,5.76,18002000
Mumbai,Panvel,Apartment,2088.8,3,3,2,17,9,Furnished,0,0,0,1,6.87,6.15,21416000
Nagpur,Dharampeth,Plot,1742.2,0,0,0,0,0,Unfurnished,1,0,0,0,4.03,4.96,9733000
Nagpur,Dharampeth,Apartment,1080.8,2,1,1,1,3,Semi-Furnished,1,1,0,1,10.0,6.0,9128000
Nagpur,Besa,Apartment,807.2,1,1,7,10,21,Furnished,2,0,0,0,4.54,5.89,2894000
Pune,Hadapsar,Apartment,2166.4,4,3,1,5,3,Semi-Furnished,1,1,0,0,6.46,5.91,19992000
Pune,Kalyani Nagar,Villa,1144.7,2,1,2,6,10,Unfurnished,0,0,0,1,5.05,6.17,19258000
Mumbai,Chembur,Apartment,1076.0,2,2,3,6,3,Semi-Furnished,0,0,0,1,7.4,8.27,27889000
Pune,Kothrud,Apartment,1347.7,3,2,0,12,12,Unfurnished,1,1,0,1,5.71,8.86,11496000
Mumbai,Malad,Villa,2144.6,3,3,10,11,3,Unfurnished,1,1,0,1,6.82,5.82,50793000
Nagpur,Besa,Apartment,969.9,2,1,4,11,9,Semi-Furnished,0,0,0,0,4.61,6.54,4357000
Nagpur,Dharampeth,Apartment,1018.7,2,1,14,17,11,Unfurnished,1,0,0,0,4.57,6.69,6697000
Pune,Kalyani Nagar,Apartment,527.6,1,1,7,14,3,Unfurnished,1,0,0,1,2.93,2.28,5400000
Mumbai,Goregaon,Villa,1705.1,3,3,7,12,2,Furnished,2,0,0,0,10.0,8.61,50302000
Pune,Kothrud,Apartment,1655.0,3,3,7,10,1,Semi-Furnished,1,1,0,1,6.85,4.08,20950000
Mumbai,Goregaon,Apartment,1291.1,2,2,0,8,3,Unfurnished,1,1,1,1,7.44,3.6,22996000
Pune,Hinjewadi,Apartment,1501.3,3,3,10,13,0,Unfurnished,1,0,0,0,5.89,4.15,12498000
Nagpur,Hingna,Apartment,1618.3,3,2,2,6,3,Semi-Furnished,1,0,0,0,3.68,6.33,6333000
Pune,Hadapsar,Apartment,1925.9,3,2,0,2,14,Furnished,1,1,0,1,8.16,2.97,14163000
Mumbai,Bandra West,Apartment,894.3,2,2,2,5,2,Furnished,1,0,1,1,7.62,2.36,39625000
Mumbai,Powai,Villa,1804.8,3,3,3,5,9,Furnished,1,0,0,1,5.78,7.37,71132000
Mumbai,Panvel,Apartment,1201.2,2,2,1,17,3,Semi-Furnished,1,1,0,0,4.53,6.15,10824000
Mumbai,Powai,Villa,549.3,1,1,14,19,1,Furnished,0,1,0,1,9.31,5.87,25750000
Pune,Wagholi,Apartment,600.5,1,1,2,10,13,Semi-Furnished,1,0,0,1,7.02,7.67,3863000
Pune,Wagholi,Apartment,1332.9,2,1,0,12,11,Unfurnished,1,1,1,0,7.12,8.89,7605000
Nagpur,Ramdaspeth,Plot,3704.0,0,0,0,0,0,Unfurnished,0,0,0,0,4.27,3.13,18147000
Pune,Kothrud,Apartment,785.4,2,1,0,13,7,Semi-Furnished,0,0,0,1,6.13,6.14,8448000
Pune,Hinjewadi,Apartment,1605.5,3,3,1,11,1,Unfurnished,0,0,0,0,9.02,9.22,14325000
Nagpur,Manish Nagar,Apartment,1216.5,2,2,2,3,15,Unfurnished,0,1,0,0,5.38,6.62,5894000
Nagpur,Besa,Apartment,1769.8,3,2,2,2,1,Furnished,1,1,0,1,5.42,3.43,8938000
Mumbai,Chembur,Apartment,2361.9,5,4,5,7,4,Unfurnished,1,0,0,0,4.64,3.23,52516000
Mumbai,Powai,Apartment,1243.3,2,1,2,14,3,Semi-Furnished,1,1,0,1,6.17,5.33,35228000
Pune,Kalyani Nagar,Apartment,579.9,1,1,2,7,0,Furnished,2,1,0,1,7.34,7.37,11194000
Nagpur,Besa,Apartment,1684.6,3,2,8,11,3,Furnished,2,1,0,1,6.51,6.33,7728000
Nagpur,Kalmna,Apartment,1539.1,3,2,0,7,7,Unfurnished,1,0,1,0,6.97,8.49,4651000
Nagpur,Manish Nagar,Apartment,2139.6,3,2,11,13,4,Unfurnished,1,0,0,0,6.9,5.43,12662000
Mumbai,Malad,Apartment,1170.9,2,2,15,18,0,Unfurnished,1,0,1,1,6.03,6.77,23124000
Mumbai,Powai,Apartment,1831.4,3,2,10,19,0,Semi-Furnished,1,0,0,1,4.88,6.94,62019000
Pune,Kothrud,Apartment,1579.4,3,2,0,2,0,Semi-Furnished,1,1,0,0,4.43,1.8,17113000
Nagpur,Wardha Road,Apartment,1090.1,2,1,1,1,1,Furnished,1,0,0,0,3.27,8.24,6994000
Pune,Baner,Apartment,1678.7,3,2,2,6,1,Furnished,1,1,0,1,6.84,6.96,21015000
Nagpur,Manish Nagar,Apartment,1918.8,4,4,1,1,2,Unfurnished,0,0,0,1,4.9,5.61,13201000
Pune,Baner,Apartment,1970.7,3,2,3,5,3,Furnished,1,0,0,1,4.6,6.91,22695000
Nagpur,Wardha Road,Apartment,1662.4,3,2,1,10,10,Unfurnished,1,1,0,1,5.96,3.75,8584000
Nagpur,Ramdaspeth,Apartment,1281.8,2,2,10,12,19,Semi-Furnished,1,1,0,1,5.94,6.73,9479000
Mumbai,Powai,Apartment,2344.4,4,4,2,10,12,Semi-Furnished,1,1,0,0,3.49,8.17,60876000
Nagpur,Manish Nagar,Apartment,1241.1,2,1,1,14,0,Unfurnished,0,0,0,1,5.68,4.01,6761000
Pune,Baner,Apartment,1609.5,3,2,7,10,13,Unfurnished,2,0,0,0,6.75,7.9,17038000
Mumbai,Panvel,Apartment,1055.1,2,1,3,13,4,Semi-Furnished,2,0,0,1,2.88,6.05,9258000
Pune,Kothrud,Apartment,1144.5,2,2,3,8,4,Furnished,2,0,0,0,4.56,7.88,13982000
Nagpur,Besa,Apartment,1170.8,2,2,10,12,0,Semi-Furnished,1,1,1,1,4.62,5.87,5607000
Nagpur,Kalmna,Apartment,1902.0,3,3,2,12,6,Semi-Furnished,0,0,0,0,5.56,4.85,5272000
Mumbai,Powai,Apartment,505.1,1,1,5,10,6,Semi-Furnished,1,1,0,0,5.27,7.1,14996000
Pune,Hadapsar,Apartment,789.6,2,1,4,9,0,Semi-Furnished,0,0,0,0,6.68,7.35,7151000
Pune,Kothrud,Apartment,502.4,1,1,1,1,22,Semi-Furnished,2,0,0,1,6.37,4.46,5195000
Nagpur,Besa,Apartment,2084.1,4,3,2,4,13,Furnished,0,1,0,1,4.78,2.65,8689000
Pune,Wagholi,Apartment,1377.8,3,2,6,11,1,Unfurnished,0,0,0,1,7.7,1.49,9352000
Mumbai,Goregaon,Apartment,1090.2,2,1,5,12,6,Semi-Furnished,1,0,1,1,5.99,5.5,23257000
Pune,Kalyani Nagar,Villa,1346.6,2,1,0,6,4,Unfurnished,0,0,0,1,8.4,6.59,22899000
Mumbai,Goregaon,Apartment,1036.0,2,1,4,13,10,Unfurnished,1,1,1,1,4.4,6.75,20022000
Mumbai,Goregaon,Apartment,1288.1,3,3,10,13,1,Unfurnished,1,1,0,1,6.53,4.18,30987000
Pune,Wakad,Apartment,552.8,1,1,1,1,1,Semi-Furnished,0,0,0,0,5.24,6.29,5390000
Nagpur,Wardha Road,Plot,3319.5,0,0,0,0,0,Unfurnished,1,0,0,0,6.3,8.08,14139000
Nagpur,Hingna,Apartment,850.5,1,1,6,6,3,Unfurnished,1,0,1,0,6.63,6.83,3320000
Nagpur,Civil Lines,Plot,4165.8,0,0,0,0,0,Unfurnished,0,0,0,0,5.63,8.4,31799000
Pune,Hinjewadi,Apartment,1839.0,3,2,9,14,6,Unfurnished,1,0,0,1,6.9,5.51,16091000
Nagpur,Manish Nagar,Apartment,1275.6,3,3,0,1,21,Unfurnished,0,0,1,1,5.69,7.41,6750000
Nagpur,Dharampeth,Villa,1348.5,2,1,2,11,12,Semi-Furnished,0,1,1,1,6.5,5.17,13904000
Pune,Wakad,Villa,1337.7,3,2,12,13,4,Furnished,1,1,0,1,6.88,4.45,18230000
Nagpur,Dharampeth,Apartment,1986.4,3,3,13,13,2,Furnished,1,0,0,0,10.0,6.81,18086000
Nagpur,Hingna,Plot,1830.6,0,0,0,0,0,Unfurnished,1,0,0,0,7.04,4.7,4524000
Mumbai,Malad,Apartment,2083.4,3,2,1,20,2,Unfurnished,0,0,0,0,9.5,5.06,34800000
Nagpur,Ramdaspeth,Apartment,734.7,1,1,10,10,17,Unfurnished,1,0,1,1,9.5,6.28,7545000
Nagpur,Hingna,Apartment,2602.7,5,5,8,13,7,Semi-Furnished,1,0,1,1,6.55,4.7,12313000
Mumbai,Chembur,Villa,1170.4,3,2,4,15,9,Unfurnished,1,0,0,0,5.34,6.27,32047000
Pune,Wagholi,Villa,2519.4,5,4,14,14,0,Furnished,1,0,0,0,5.53,5.22,22568000
Mumbai,Malad,Apartment,658.1,1,1,2,12,11,Unfurnished,0,1,0,1,5.54,5.47,10202000
Pune,Kalyani Nagar,Apartment,1385.8,4,4,6,11,8,Semi-Furnished,0,0,0,1,4.58,5.24,20678000
Mumbai,Mira Road,Apartment,970.7,2,2,1,6,6,Furnished,0,1,0,1,6.03,5.87,11483000
Mumbai,Andheri West,Apartment,1873.2,4,4,5,8,0,Unfurnished,1,0,0,1,6.46,3.63,57814000
Mumbai,Andheri West,Apartment,1130.9,2,1,5,9,7,Unfurnished,1,0,0,1,4.91,3.32,31562000
Nagpur,Manish Nagar,Apartment,2250.5,4,3,6,11,0,Unfurnished,0,0,0,1,8.85,7.88,14008000
Mumbai,Chembur,Plot,2571.4,0,0,0,0,0,Unfurnished,0,0,0,0,4.31,7.9,41040000
Mumbai,Panvel,Apartment,1624.2,4,4,3,15,37,Semi-Furnished,0,1,0,0,4.73,6.39,12052000
Pune,Wagholi,Apartment,1047.9,2,1,3,10,5,Semi-Furnished,1,0,0,1,10.0,3.73,5861000
Pune,Wagholi,Apartment,2220.5,4,3,0,9,0,Unfurnished,1,1,0,1,5.14,8.24,12364000
Mumbai,Bandra West,Apartment,1346.8,2,1,12,19,0,Semi-Furnished,1,0,1,1,8.38,8.22,68491000
Pune,Kalyani Nagar,Apartment,1418.6,3,2,4,4,11,Unfurnished,1,0,0,1,7.71,5.13,20075000
Pune,Baner,Apartment,1964.4,3,3,0,7,17,Semi-Furnished,1,0,1,0,7.72,4.24,22182000
Nagpur,Wardha Road,Apartment,1299.8,2,1,1,6,1,Semi-Furnished,2,0,0,1,6.26,5.02,7333000
Mumbai,Powai,Apartment,1166.6,2,2,18,20,2,Unfurnished,1,1,0,0,9.84,5.17,39585000
Pune,Koregaon Park,Apartment,492.4,1,1,8,15,2,Unfurnished,1,0,0,1,8.44,5.62,7747000
Nagpur,Besa,Plot,1831.8,0,0,0,0,0,Unfurnished,1,0,0,0,6.58,3.4,6089000
Pune,Koregaon Park,Plot,2627.5,0,0,0,0,0,Unfurnished,0,0,0,0,5.07,5.69,24867000
Pune,Wakad,Apartment,1579.7,3,3,2,5,2,Unfurnished,2,0,0,1,4.46,6.71,14799000
Nagpur,Dharampeth,Apartment,2391.2,4,4,8,11,15,Unfurnished,1,0,0,1,7.06,5.5,14405000
Mumbai,Andheri West,Villa,1759.5,3,3,9,9,1,Furnished,1,0,0,0,7.47,6.04,83211000
Nagpur,Hingna,Apartment,1520.1,4,3,2,3,3,Unfurnished,1,0,0,0,4.54,5.96,5080000
Mumbai,Panvel,Apartment,1123.3,2,1,16,20,0,Unfurnished,2,0,0,1,6.44,7.69,11308000
Pune,Wagholi,Apartment,1499.3,2,1,13,17,2,Semi-Furnished,0,1,1,1,6.37,4.56,9432000
Pune,Hadapsar,Apartment,1265.7,2,1,3,12,13,Unfurnished,2,0,0,1,8.06,3.39,8030000
Nagpur,Ramdaspeth,Apartment,2555.0,4,3,1,1,7,Semi-Furnished,0,1,0,1,4.2,6.49,23274000
Nagpur,Civil Lines,Apartment,1965.9,3,3,0,14,1,Semi-Furnished,1,0,0,0,3.99,5.94,19061000
Pune,Koregaon Park,Apartment,1011.6,2,1,0,12,37,Furnished,0,0,0,0,5.29,4.84,12565000
Pune,Wakad,Villa,1557.0,2,2,3,14,2,Semi-Furnished,1,1,0,1,4.04,7.24,17312000
Nagpur,Dharampeth,Plot,3347.9,0,0,0,0,0,Unfurnished,0,0,0,0,6.22,8.37,15409000
Nagpur,Besa,Plot,1811.3,0,0,0,0,0,Unfurnished,1,0,0,0,7.43,7.68,5372000
Nagpur,Manish Nagar,Apartment,1818.4,3,2,2,7,4,Unfurnished,2,1,0,0,9.79,5.73,10980000
Pune,Wagholi,Apartment,1468.6,2,1,0,10,0,Furnished,2,0,0,0,7.19,3.92,9613000
Pune,Kothrud,Apartment,1720.8,3,2,13,15,4,Unfurnished,0,1,1,0,5.49,4.73,20299000
Mumbai,Goregaon,Apartment,1143.0,2,2,5,7,5,Semi-Furnished,0,1,0,1,7.21,4.59,24431000
Pune,Wakad,Apartment,561.4,1,1,14,16,1,Semi-Furnished,1,1,0,1,9.14,6.52,5739000
Mumbai,Powai,Apartment,1249.3,2,2,13,16,2,Semi-Furnished,1,0,0,1,6.89,4.53,35170000
Pune,Wakad,Apartment,919.3,2,1,0,18,16,Semi-Furnished,1,0,0,1,6.66,7.88,7910000
Mumbai,Panvel,Apartment,1387.6,2,2,3,13,0,Semi-Furnished,2,0,0,1,4.16,6.48,15832000
Mumbai,Bandra West,Apartment,2371.2,4,3,2,9,14,Furnished,1,1,0,0,8.0,10.0,106753000
Nagpur,Hingna,Apartment,1106.5,2,1,7,8,1,Semi-Furnished,1,0,0,1,5.31,5.43,3652000
Nagpur,Ramdaspeth,Plot,2234.5,0,0,0,0,0,Unfurnished,0,0,0,0,6.26,8.08,11749000
Mumbai,Powai,Apartment,2628.2,4,4,17,17,6,Semi-Furnished,2,0,1,0,9.79,6.66,82018000
Mumbai,Andheri West,Plot,3145.2,0,0,0,0,0,Unfurnished,1,0,0,0,8.63,5.05,64171000
Nagpur,Wardha Road,Plot,3477.5,0,0,0,0,0,Unfurnished,1,0,0,0,4.48,6.05,12207000
Pune,Wakad,Apartment,689.1,2,1,0,1,0,Unfurnished,1,0,0,1,9.24,5.93,5276000
Nagpur,Civil Lines,Apartment,2021.5,3,3,1,9,3,Unfurnished,0,0,0,1,8.13,6.97,22231000
Mumbai,Andheri West,Apartment,1454.7,2,2,2,15,0,Unfurnished,2,1,1,0,6.03,6.42,45577000
Nagpur,Wardha Road,Apartment,1329.7,3,2,6,13,5,Semi-Furnished,1,1,0,1,7.53,4.73,7528000
Nagpur,Dharampeth,Apartment,1750.1,3,2,8,10,11,Unfurnished,1,0,0,1,7.62,7.13,13810000
Nagpur,Besa,Apartment,889.8,2,1,6,7,20,Semi-Furnished,1,1,0,1,4.68,6.78,3854000
Nagpur,Wardha Road,Plot,1938.3,0,0,0,0,0,Unfurnished,0,0,0,0,4.63,7.74,7003000
Pune,Kalyani Nagar,Apartment,972.5,2,1,0,1,3,Semi-Furnished,1,0,0,1,3.74,6.14,12255000
Nagpur,Kalmna,Apartment,397.6,1,1,1,7,9,Unfurnished,1,0,0,1,2.46,6.31,1147000
Mumbai,Chembur,Apartment,1898.3,3,2,12,15,5,Unfurnished,0,0,0,1,8.64,8.71,50832000
Mumbai,Andheri West,Apartment,320.0,1,1,0,12,6,Semi-Furnished,0,0,0,1,5.7,4.21,7978000
Nagpur,Dharampeth,Apartment,868.1,2,1,7,11,2,Semi-Furnished,2,1,1,1,7.4,7.62,7884000
Pune,Wagholi,Apartment,1549.4,3,2,13,15,8,Semi-Furnished,2,0,1,1,5.79,6.05,10830000
Pune,Wagholi,Apartment,1482.4,3,3,7,17,32,Semi-Furnished,0,0,0,1,9.06,5.53,7841000
Nagpur,Ramdaspeth,Apartment,1049.2,2,1,4,12,0,Semi-Furnished,1,0,0,0,8.01,6.57,11502000
Pune,Hadapsar,Apartment,2595.8,4,4,2,4,6,Furnished,0,1,1,1,7.33,7.65,24366000
Pune,Kalyani Nagar,Apartment,1270.4,3,2,3,18,11,Furnished,2,0,0,1,6.93,4.01,17932000
Pune,Hadapsar,Apartment,1221.5,2,2,4,7,3,Unfurnished,1,1,0,1,4.26,5.55,9382000
Mumbai,Bandra West,Apartment,1491.8,3,3,1,23,9,Semi-Furnished,0,1,0,1,6.95,8.65,84369000
Pune,Koregaon Park,Apartment,1195.6,2,2,1,3,1,Semi-Furnished,0,1,1,1,8.83,10.0,23181000
Mumbai,Panvel,Apartment,1405.1,3,2,6,7,1,Furnished,0,1,0,1,8.18,8.12,15822000
Nagpur,Civil Lines,Apartment,1042.9,2,2,4,4,3,Unfurnished,2,0,0,1,3.82,9.18,10199000
Mumbai,Malad,Villa,1350.8,3,2,11,12,11,Furnished,1,1,0,1,4.27,4.26,29293000
Pune,Kalyani Nagar,Plot,2731.2,0,0,0,0,0,Unfurnished,1,0,0,0,7.34,3.82,24029000
Nagpur,Manish Nagar,Apartment,1393.1,2,2,4,7,1,Semi-Furnished,1,1,1,1,8.9,5.92,7382000
Nagpur,Civil Lines,Apartment,1778.7,3,2,3,3,0,Unfurnished,2,0,0,1,5.43,8.14,19523000
Pune,Koregaon Park,Apartment,2112.8,3,3,3,8,0,Unfurnished,2,1,0,1,8.04,4.01,33495000
Nagpur,Ramdaspeth,Apartment,971.5,2,2,4,8,14,Unfurnished,1,0,0,1,9.66,6.33,8434000
Mumbai,Mira Road,Apartment,2644.9,4,3,19,21,4,Unfurnished,1,1,0,1,7.16,9.12,29739000
Pune,Kothrud,Villa,1090.9,2,2,7,12,3,Unfurnished,0,0,0,1,5.01,6.78,17175000
Nagpur,Ramdaspeth,Apartment,2752.0,4,3,4,5,9,Unfurnished,1,0,0,0,3.8,10.0,23244000
Nagpur,Hingna,Villa,2438.4,4,3,1,3,2,Furnished,0,0,0,1,7.0,8.9,11668000
Pune,Kalyani Nagar,Apartment,1662.9,3,2,6,11,0,Furnished,1,0,0,0,9.45,7.56,26789000
Pune,Koregaon Park,Plot,1966.7,0,0,0,0,0,Unfurnished,0,0,0,0,6.15,7.61,20615000
Pune,Hinjewadi,Apartment,384.4,1,1,1,10,0,Semi-Furnished,1,1,0,1,10.0,6.05,3565000
Mumbai,Bandra West,Plot,973.4,0,0,0,0,0,Unfurnished,0,0,0,0,9.66,7.1,32488000
Mumbai,Panvel,Apartment,1824.6,4,4,2,9,3,Semi-Furnished,1,0,0,1,8.64,8.2,18996000
Pune,Wakad,Apartment,752.4,2,2,6,6,7,Unfurnished,1,0,0,1,9.22,7.77,7937000
Nagpur,Kalmna,Apartment,1328.4,2,1,5,10,1,Unfurnished,1,1,0,1,5.83,8.97,5169000
Nagpur,Manish Nagar,Apartment,1841.9,4,4,1,1,3,Unfurnished,1,1,0,0,8.88,7.83,10354000
Mumbai,Malad,Plot,2248.8,0,0,0,0,0,Unfurnished,1,0,0,0,4.22,5.88,24045000
