location,area_type,availability_status,total_sqft,bhk,bath,balcony,price,sqft_per_bhk,bath_per_bhk
other,Super built-up Area,Ready To Move,1455.0,3.0,2.0,2.0,5500000.0,485.0,0.6666666666666666
other,Super built-up Area,Ready To Move,550.0,1.0,1.0,1.0,2300000.0,550.0,1.0
Uttarahalli,Super built-up Area,Ready To Move,1385.0,3.0,2.0,2.0,4848000.0,461.6666666666667,0.6666666666666666
other,Plot Area,Ready To Move,7000.0,4.0,4.0,0.0,21000000.0,1750.0,1.0
other,Super built-up Area,Ready To Move,4000.0,5.0,3.0,0.0,13000000.0,800.0,0.6
other,Super built-up Area,Under Construction,1060.0,2.0,2.0,1.0,5300000.0,530.0,1.0
other,Super built-up Area,Ready To Move,1080.0,3.0,2.0,2.0,7500000.0,360.0,0.6666666666666666
HBR Layout,Built-up Area,Ready To Move,1783.0,3.0,3.0,2.0,12500000.0,594.3333333333334,1.0
Haralur Road,Super built-up Area,Under Construction,1520.0,3.0,2.0,2.0,9000000.0,506.6666666666667,0.6666666666666666
Sarjapur  Road,Super built-up Area,Ready To Move,1060.0,2.0,2.0,1.0,5500000.0,530.0,1.0
Raja Rajeshwari Nagar,Super built-up Area,Ready To Move,1267.0,2.0,2.0,1.0,5435000.0,633.5,1.0
Whitefield,Super built-up Area,Ready To Move,1155.0,2.0,2.0,2.0,5500000.0,577.5,1.0
Karuna Nagar,Built-up Area,Ready To Move,2500.0,3.0,3.0,2.0,18000000.0,833.3333333333334,1.0
Bannerghatta Road,Super built-up Area,Ready To Move,1240.0,2.0,2.0,1.0,6500000.0,620.0,1.0
other,Super built-up Area,Ready To Move,1570.0,3.0,3.0,2.0,7800000.0,523.3333333333334,1.0
NGR Layout,Super built-up Area,Ready To Move,1019.0,2.0,2.0,1.0,4590000.0,509.5,1.0
Whitefield,Super built-up Area,Ready To Move,1355.0,2.0,3.0,3.0,7600000.0,677.5,1.5
other,Super built-up Area,Ready To Move,1537.0,3.0,3.0,2.0,11000000.0,512.3333333333334,1.0
Whitefield,Super built-up Area,Ready To Move,4075.0,4.0,5.0,3.0,22600000.0,1018.75,1.25
Raja Rajeshwari Nagar,Super built-up Area,Ready To Move,1550.0,3.0,3.0,3.0,5245000.0,516.6666666666666,1.0
Raja Rajeshwari Nagar,Built-up Area,Ready To Move,1100.0,2.0,2.0,1.0,5000000.0,550.0,1.0
other,Super built-up Area,Ready To Move,1750.0,3.0,3.0,2.0,15000000.0,583.3333333333334,1.0
9th Phase JP Nagar,Super built-up Area,Under Construction,1466.0,2.0,2.0,2.0,7100000.0,733.0,1.0
Rachenahalli,Super built-up Area,Ready To Move,1550.0,3.0,3.0,2.0,7250000.0,516.6666666666666,1.0
Akshaya Nagar,Super built-up Area,Ready To Move,2300.0,3.0,4.0,3.0,10200000.0,766.6666666666666,1.3333333333333333
Kengeri,Super built-up Area,Under Construction,540.0,1.0,1.0,1.0,2250000.0,540.0,1.0
other,Built-up Area,Ready To Move,2800.0,7.0,7.0,1.0,25000000.0,400.0,1.0
other,Super built-up Area,Ready To Move,1020.0,2.0,2.0,3.0,4800000.0,510.0,1.0
Cunningham Road,Super built-up Area,Ready To Move,2880.0,3.0,3.0,2.0,50100000.0,960.0,1.0
Hebbal,Super built-up Area,Ready To Move,1987.0,3.0,4.0,2.0,16500000.0,662.3333333333334,1.3333333333333333
Hoodi,Super built-up Area,Ready To Move,1305.0,2.0,2.0,1.0,7500000.0,652.5,1.0
Sarjapur,Built-up Area,Ready To Move,2100.0,4.0,3.0,1.0,12500000.0,525.0,0.75
Electronic City,Built-up Area,Under Construction,1125.0,2.0,2.0,1.0,3250000.0,562.5,1.0
Horamavu Banaswadi,Super built-up Area,Ready To Move,1225.0,2.0,2.0,2.0,4950000.0,612.5,1.0
Hennur,Super built-up Area,Ready To Move,1255.0,2.0,2.0,1.0,5550000.0,627.5,1.0
other,Super built-up Area,Ready To Move,1191.0,2.0,2.0,1.0,9000000.0,595.5,1.0
Electronic City,Built-up Area,Under Construction,1165.0,2.0,2.0,1.0,3364000.0,582.5,1.0
other,Super built-up Area,Under Construction,865.0,2.0,2.0,1.0,3511000.0,432.5,1.0
Nagarbhavi,Super built-up Area,Ready To Move,1850.0,3.0,2.0,2.0,8800000.0,616.6666666666666,0.6666666666666666
Hennur Road,Super built-up Area,Under Construction,1232.0,2.0,2.0,2.0,8900000.0,616.0,1.0
Thanisandra,Super built-up Area,Under Construction,1732.0,3.0,3.0,3.0,8573000.0,577.3333333333334,1.0
Yelahanka,Super built-up Area,Ready To Move,1614.0,3.0,2.0,1.0,10000000.0,538.0,0.6666666666666666
Thigalarapalya,Super built-up Area,Ready To Move,2072.0,3.0,4.0,2.0,15500000.0,690.6666666666666,1.3333333333333333
Electronic City,Super built-up Area,Ready To Move,919.0,2.0,2.0,2.0,3400000.0,459.5,1.0
other,Built-up Area,Ready To Move,2100.0,4.0,4.0,1.0,9000000.0,525.0,1.0
other,Plot Area,Ready To Move,1200.0,3.0,3.0,1.0,15000000.0,400.0,1.0
other,Super built-up Area,Ready To Move,2849.0,4.0,5.0,0.0,25000000.0,712.25,1.25
other,Built-up Area,Ready To Move,1000.0,2.0,2.0,2.0,4200000.0,500.0,1.0
Whitefield,Super built-up Area,Ready To Move,1216.0,2.0,2.0,1.0,7500000.0,608.0,1.0
Lingadheeranahalli,Super built-up Area,Ready To Move,2245.0,4.0,4.0,2.0,15400000.0,561.25,1.0
Bannerghatta Road,Super built-up Area,Under Construction,1476.0,3.0,3.0,1.0,12500000.0,492.0,1.0
Ambedkar Nagar,Super built-up Area,Ready To Move,1852.0,3.0,3.0,2.0,13000000.0,617.3333333333334,1.0
other,Super built-up Area,Under Construction,1225.0,2.0,2.0,2.0,4700000.0,612.5,1.0
Jakkur,Super built-up Area,Under Construction,2423.0,3.0,4.0,3.0,16000000.0,807.6666666666666,1.3333333333333333
Harlur,Super built-up Area,Ready To Move,1762.0,3.0,3.0,2.0,13300000.0,587.3333333333334,1.0
Rachenahalli,Super built-up Area,Ready To Move,1530.0,3.0,2.0,2.0,7440000.000000001,510.0,0.6666666666666666
Raja Rajeshwari Nagar,Super built-up Area,Ready To Move,1185.0,2.0,2.0,2.0,4017000.0,592.5,1.0
Yelahanka,Super built-up Area,Under Construction,1890.0,3.0,3.0,2.0,10800000.0,630.0,1.0
Varthur Road,Super built-up Area,Ready To Move,1247.0,3.0,2.0,2.0,5800000.0,415.6666666666667,0.6666666666666666
Bellandur,Super built-up Area,Ready To Move,1201.0,2.0,2.0,2.0,5999000.0,600.5,1.0
other,Built-up Area,Under Construction,830.0,2.0,2.0,2.0,4000000.0,415.0,1.0
Electronic City Phase II,Built-up Area,Under Construction,1165.0,2.0,2.0,1.0,3029000.0,582.5,1.0
Bommanahalli,Super built-up Area,Ready To Move,1100.0,2.0,1.0,2.0,5500000.0,550.0,0.5
9th Phase JP Nagar,Built-up Area,Ready To Move,1890.0,3.0,2.0,0.0,9300000.0,630.0,0.6666666666666666
other,Super built-up Area,Ready To Move,1685.0,3.0,3.0,2.0,6000000.0,561.6666666666666,1.0
Sarakki Nagar,Super built-up Area,Ready To Move,3131.0,4.0,4.0,3.0,34900000.0,782.75,1.0
Battarahalli,Super built-up Area,Ready To Move,1165.0,2.0,2.0,1.0,4300000.0,582.5,1.0
other,Super built-up Area,Ready To Move,827.0,2.0,2.0,1.0,4500000.0,413.5,1.0
Electronics City Phase 1,Built-up Area,Ready To Move,635.0,1.0,1.0,0.0,2600000.0,635.0,1.0
other,Super built-up Area,Ready To Move,1050.0,2.0,2.0,1.0,5000000.0,525.0,1.0
Yelenahalli,Super built-up Area,Ready To Move,1500.0,3.0,2.0,2.0,5700000.0,500.0,0.6666666666666666
Benson Town,Super built-up Area,Ready To Move,2850.0,3.0,4.0,3.0,47000000.0,950.0,1.3333333333333333
Raja Rajeshwari Nagar,Super built-up Area,Ready To Move,1751.0,3.0,3.0,3.0,7200000.0,583.6666666666666,1.0
Bommasandra,Super built-up Area,Under Construction,1020.0,2.0,2.0,1.0,4089000.0,510.0,1.0
Talaghattapura,Super built-up Area,Under Construction,1856.0,3.0,3.0,2.0,13500000.0,618.6666666666666,1.0
other,Super built-up Area,Ready To Move,1060.0,2.0,2.0,1.0,4927000.0,530.0,1.0
Haralur Road,Built-up Area,Ready To Move,1300.0,2.0,2.0,2.0,6000000.0,650.0,1.0
Bellandur,Super built-up Area,Ready To Move,1325.0,2.0,2.0,2.0,6500000.0,662.5,1.0
other,Super built-up Area,Ready To Move,1261.0,2.0,2.0,2.0,6100000.0,630.5,1.0
other,Super built-up Area,Ready To Move,1100.0,2.0,2.0,2.0,4600000.0,550.0,1.0
Ramamurthy Nagar,Built-up Area,Ready To Move,700.0,2.0,2.0,1.0,3300000.0,350.0,1.0
7th Phase JP Nagar,Super built-up Area,Ready To Move,1675.0,3.0,2.0,2.0,13500000.0,558.3333333333334,0.6666666666666666
other,Plot Area,Ready To Move,3400.0,4.0,4.0,2.0,19000000.0,850.0,1.0
Kodihalli,Super built-up Area,Under Construction,3260.0,4.0,5.0,3.0,38800000.0,815.0,1.25
other,Super built-up Area,Ready To Move,1180.0,2.0,2.0,2.0,5600000.0,590.0,1.0
Uttarahalli,Built-up Area,Ready To Move,1160.0,2.0,2.0,2.0,4500000.0,580.0,1.0
Kasavanhalli,Super built-up Area,Ready To Move,1863.0,4.0,3.0,2.0,10500000.0,465.75,0.75
Sahakara Nagar,Super built-up Area,Ready To Move,1914.0,3.0,3.0,2.0,14900000.0,638.0,1.0
BTM Layout,Super built-up Area,Ready To Move,1458.0,3.0,3.0,2.0,7900000.0,486.0,1.0
Babusapalaya,Built-up Area,Ready To Move,1105.0,2.0,2.0,1.0,4000000.0,552.5,1.0
Hulimavu,Super built-up Area,Ready To Move,3035.0,3.0,5.0,3.0,22000000.0,1011.6666666666666,1.6666666666666667
Akshaya Nagar,Super built-up Area,Ready To Move,1662.0,3.0,3.0,0.0,9000000.0,554.0,1.0
Yelahanka,Super built-up Area,Ready To Move,1556.0,3.0,3.0,2.0,8600000.0,518.6666666666666,1.0
Jigani,Super built-up Area,Ready To Move,918.0,2.0,2.0,2.0,5000000.0,459.0,1.0
Sarjapur  Road,Super built-up Area,Ready To Move,1455.0,3.0,2.0,1.0,9800000.0,485.0,0.6666666666666666
other,Super built-up Area,Ready To Move,1205.0,2.0,2.0,1.0,7000000.0,602.5,1.0
BEML Layout,Super built-up Area,Ready To Move,1194.0,2.0,2.0,1.0,6500000.0,597.0,1.0
other,Plot Area,Ready To Move,1200.0,2.0,2.0,0.0,7500000.0,600.0,1.0
Bannerghatta Road,Built-up Area,Ready To Move,1100.0,3.0,2.0,2.0,5200000.0,366.6666666666667,0.6666666666666666
Subramanyapura,Super built-up Area,Ready To Move,929.0,2.0,2.0,1.0,5600000.0,464.5,1.0
Frazer Town,Built-up Area,Ready To Move,3436.0,4.0,5.0,0.0,34100000.0,859.0,1.25
8th Phase JP Nagar,Super built-up Area,Ready To Move,2100.0,4.0,4.0,3.0,9200000.0,525.0,1.0
Channasandra,Super built-up Area,Under Construction,1065.0,2.0,2.0,1.0,4047000.0,532.5,1.0
Bannerghatta Road,Super built-up Area,Under Construction,1532.5,3.0,3.0,0.0,8429000.0,510.8333333333333,1.0
Anandapura,Built-up Area,Ready To Move,1250.0,2.0,2.0,2.0,4500000.0,625.0,1.0
Marathahalli,Super built-up Area,Ready To Move,1680.0,3.0,3.0,3.0,10500000.0,560.0,1.0
Nagarbhavi,Super built-up Area,Ready To Move,1146.0,2.0,2.0,1.0,5000000.0,573.0,1.0
other,Super built-up Area,Under Construction,1250.0,2.0,2.0,3.0,5800000.0,625.0,1.0
Ramagondanahalli,Super built-up Area,Under Construction,1451.0,3.0,3.0,1.0,6044000.0,483.6666666666667,1.0
other,Super built-up Area,Ready To Move,1424.0,3.0,2.0,3.0,5500000.0,474.6666666666667,0.6666666666666666
Gottigere,Super built-up Area,Ready To Move,1435.0,3.0,2.0,3.0,6200000.0,478.3333333333333,0.6666666666666666
Devanahalli,Super built-up Area,Under Construction,658.0,1.0,1.0,0.0,2691000.0,658.0,1.0
Bommanahalli,Super built-up Area,Under Construction,1300.0,3.0,3.0,2.0,4500000.0,433.3333333333333,1.0
Whitefield,Super built-up Area,Ready To Move,1242.0,2.0,2.0,2.0,6500000.0,621.0,1.0
Marathahalli,Super built-up Area,Ready To Move,1910.0,3.0,3.0,3.0,11900000.0,636.6666666666666,1.0
Yelahanka,Super built-up Area,Ready To Move,1610.0,3.0,4.0,2.0,8500000.0,536.6666666666666,1.3333333333333333
Hulimavu,Super built-up Area,Ready To Move,1127.0,2.0,2.0,1.0,6500000.0,563.5,1.0
Yelahanka,Super built-up Area,Ready To Move,1075.0,3.0,2.0,1.0,4200000.0,358.3333333333333,0.6666666666666666
Mysore Road,Super built-up Area,Ready To Move,1155.0,2.0,2.0,1.0,5100000.0,577.5,1.0
other,Super built-up Area,Ready To Move,1250.0,3.0,3.0,1.0,5500000.0,416.6666666666667,1.0
other,Plot Area,Under Construction,2200.0,3.0,4.0,2.0,16000000.0,733.3333333333334,1.3333333333333333
Billekahalli,Built-up Area,Ready To Move,2400.0,3.0,3.0,1.0,15000000.0,800.0,1.0
Chandapura,Super built-up Area,Ready To Move,876.0,2.0,2.0,2.0,2950000.0,438.0,1.0
Nagarbhavi,Super built-up Area,Ready To Move,1850.0,3.0,2.0,2.0,8900000.0,616.6666666666666,0.6666666666666666
Kadugodi,Super built-up Area,Under Construction,1314.0,2.0,2.0,3.0,8300000.0,657.0,1.0
Rachenahalli,Super built-up Area,Under Construction,690.0,1.0,1.0,1.0,3979999.9999999995,690.0,1.0
other,Built-up Area,Ready To Move,1230.0,2.0,2.0,3.0,5500000.0,615.0,1.0
Bommasandra,Super built-up Area,Under Construction,920.0,2.0,2.0,1.0,3720000.0000000005,460.0,1.0
Sarjapur  Road,Built-up Area,Ready To Move,1850.0,3.0,3.0,3.0,14000000.0,616.6666666666666,1.0
Electronic City,Super built-up Area,Ready To Move,1073.0,2.0,2.0,2.0,6000000.0,536.5,1.0
other,Super built-up Area,Ready To Move,1540.0,3.0,3.0,3.0,7600000.0,513.3333333333334,1.0
Kanakpura Road,Super built-up Area,Ready To Move,1550.0,3.0,3.0,3.0,6350000.0,516.6666666666666,1.0
Kalyan nagar,Super built-up Area,Ready To Move,1198.0,2.0,2.0,1.0,6500000.0,599.0,1.0
HBR Layout,Super built-up Area,Ready To Move,1656.0,3.0,3.0,2.0,9000000.0,552.0,1.0
other,Super built-up Area,Ready To Move,1900.0,3.0,3.0,3.0,15500000.0,633.3333333333334,1.0
Ramagondanahalli,Built-up Area,Ready To Move,1910.0,3.0,3.0,2.0,14200000.0,636.6666666666666,1.0
Mysore Road,Super built-up Area,Ready To Move,1003.0,2.0,2.0,1.0,4300000.0,501.5,1.0
other,Built-up Area,Ready To Move,1098.0,2.0,2.0,0.0,4800000.0,549.0,1.0
Whitefield,Super built-up Area,Ready To Move,1495.0,3.0,2.0,0.0,6700000.0,498.3333333333333,0.6666666666666666
other,Plot Area,Ready To Move,1200.0,2.0,1.0,2.0,9500000.0,600.0,0.5
Whitefield,Super built-up Area,Ready To Move,1548.0,3.0,3.0,1.0,6500000.0,516.0,1.0
Whitefield,Super built-up Area,Under Construction,2856.0,4.0,5.0,0.0,15450000.0,714.0,1.25
Hosur Road,Super built-up Area,Under Construction,1689.0,3.0,3.0,1.0,10300000.0,563.0,1.0
Electronic City Phase II,Super built-up Area,Ready To Move,1031.0,2.0,2.0,1.0,5300000.0,515.5,1.0
Bhoganhalli,Super built-up Area,Under Construction,2119.0,4.0,4.0,2.0,11100000.0,529.75,1.0
Whitefield,Plot Area,Under Construction,1200.0,2.0,2.0,2.0,4613000.0,600.0,1.0
other,Super built-up Area,Ready To Move,1060.0,2.0,2.0,2.0,3700000.0,530.0,1.0
other,Super built-up Area,Ready To Move,1100.0,2.0,2.0,1.0,6100000.0,550.0,1.0
Hennur Road,Super built-up Area,Ready To Move,1250.0,3.0,2.0,1.0,7788000.0,416.6666666666667,0.6666666666666666
other,Super built-up Area,Under Construction,1100.0,2.0,2.0,2.0,11000000.0,550.0,1.0
Whitefield,Plot Area,Under Construction,1200.0,2.0,2.0,1.0,4613000.0,600.0,1.0
Seegehalli,Super built-up Area,Ready To Move,1420.0,3.0,2.0,2.0,4600000.0,473.3333333333333,0.6666666666666666
Electronic City,Super built-up Area,Under Construction,1500.0,3.0,2.0,1.0,7800000.0,500.0,0.6666666666666666
other,Built-up Area,Ready To Move,1942.0,3.0,3.0,1.0,15500000.0,647.3333333333334,1.0
Haralur Road,Super built-up Area,Under Construction,1985.0,3.0,3.0,2.0,13000000.0,661.6666666666666,1.0
Sarjapur  Road,Super built-up Area,Under Construction,950.0,1.0,1.0,0.0,3990000.0,950.0,1.0
other,Plot Area,Ready To Move,1200.0,3.0,4.0,2.0,8000000.0,400.0,1.3333333333333333
Green Glen Layout,Super built-up Area,Ready To Move,1752.0,3.0,3.0,2.0,10500000.0,584.0,1.0
Old Madras Road,Super built-up Area,Ready To Move,1480.0,3.0,2.0,2.0,8400000.0,493.3333333333333,0.6666666666666666
Sarjapur  Road,Super built-up Area,Ready To Move,1826.0,3.0,3.0,2.0,13000000.0,608.6666666666666,1.0
8th Phase JP Nagar,Super built-up Area,Ready To Move,1035.0,2.0,2.0,1.0,3933000.0,517.5,1.0
Kasavanhalli,Built-up Area,Ready To Move,1667.0,3.0,3.0,2.0,9200000.0,555.6666666666666,1.0
Thanisandra,Super built-up Area,Ready To Move,934.0,2.0,2.0,2.0,5500000.0,467.0,1.0
JP Nagar,Built-up Area,Ready To Move,909.872467,3.0,3.0,1.0,6934000.0,303.2908223333333,1.0
Mahadevpura,Super built-up Area,Ready To Move,1620.0,3.0,2.0,1.0,7600000.0,540.0,0.6666666666666666
Electronic City,Super built-up Area,Under Construction,1070.0,2.0,2.0,1.0,4700000.0,535.0,1.0
Hosur Road,Built-up Area,Ready To Move,3600.0,5.0,5.0,3.0,18000000.0,720.0,1.0
Uttarahalli,Super built-up Area,Under Construction,1280.0,3.0,2.0,2.0,6000000.0,426.6666666666667,0.6666666666666666
other,Super built-up Area,Ready To Move,1400.0,2.0,2.0,2.0,6000000.0,700.0,1.0
other,Built-up Area,Ready To Move,1330.0,2.0,2.0,1.0,6400000.0,665.0,1.0
Balagere,Super built-up Area,Under Construction,1012.0,2.0,2.0,1.0,5459000.0,506.0,1.0
Electronic City Phase II,Super built-up Area,Under Construction,1611.0,3.0,2.0,2.0,4833000.0,537.0,0.6666666666666666
Whitefield,Super built-up Area,Ready To Move,1405.0,3.0,3.0,2.0,5800000.0,468.3333333333333,1.0
other,Super built-up Area,Ready To Move,1515.0,3.0,3.0,3.0,9000000.0,505.0,1.0
BTM Layout,Built-up Area,Ready To Move,935.0,2.0,2.0,1.0,5150000.0,467.5,1.0
Jakkur,Super built-up Area,Under Construction,2197.0,3.0,3.0,2.0,13600000.0,732.3333333333334,1.0
Yeshwanthpur,Super built-up Area,Ready To Move,1678.0,3.0,3.0,0.0,9213000.0,559.3333333333334,1.0
Brookefield,Built-up Area,Ready To Move,1410.0,3.0,2.0,0.0,8000000.0,470.0,0.6666666666666666
Jakkur,Super built-up Area,Ready To Move,1125.0,2.0,2.0,2.0,6500000.0,562.5,1.0
Magadi Road,Super built-up Area,Ready To Move,1191.0,3.0,2.0,1.0,5538000.0,397.0,0.6666666666666666
Thubarahalli,Super built-up Area,Ready To Move,1200.0,2.0,2.0,2.0,7900000.0,600.0,1.0
CV Raman Nagar,Super built-up Area,Ready To Move,1525.0,3.0,2.0,3.0,6700000.0,508.3333333333333,0.6666666666666666
other,Super built-up Area,Ready To Move,1464.0,3.0,3.0,3.0,5600000.0,488.0,1.0
Seegehalli,Super built-up Area,Under Construction,920.0,2.0,2.0,1.0,2700000.0,460.0,1.0
Chikkabanavar,Super built-up Area,Ready To Move,600.0,2.0,1.0,2.0,2500000.0,300.0,0.5
Chandapura,Super built-up Area,Under Construction,645.0,1.0,1.0,1.0,1645000.0,645.0,1.0
Electronics City Phase 1,Super built-up Area,Under Construction,1190.0,2.0,2.0,1.0,6800000.0,595.0,1.0
Whitefield,Super built-up Area,Under Construction,2856.0,4.0,5.0,0.0,15850000.0,714.0,1.25
Whitefield,Super built-up Area,Ready To Move,1355.0,2.0,2.0,3.0,7300000.0,677.5,1.0
KR Puram,Plot Area,Ready To Move,1200.0,2.0,1.0,0.0,6500000.0,600.0,0.5
Kundalahalli,Plot Area,Ready To Move,7000.0,4.0,4.0,3.0,55000000.0,1750.0,1.0
Yelahanka New Town,Super built-up Area,Ready To Move,500.0,1.0,2.0,1.0,2400000.0,500.0,2.0
Uttarahalli,Built-up Area,Ready To Move,1480.0,3.0,2.0,1.0,5800000.0,493.3333333333333,0.6666666666666666
other,Super built-up Area,Ready To Move,1206.0,2.0,2.0,1.0,5300000.0,603.0,1.0
Rajaji Nagar,Super built-up Area,Under Construction,1357.0,2.0,2.0,1.0,13000000.0,678.5,1.0
Hosakerehalli,Built-up Area,Ready To Move,925.0,2.0,2.0,1.0,4650000.0,462.5,1.0
8th Phase JP Nagar,Super built-up Area,Ready To Move,909.0,2.0,2.0,1.0,4090000.0,454.5,1.0
Brookefield,Built-up Area,Ready To Move,1100.0,2.0,2.0,1.0,5500000.0,550.0,1.0
Vidyaranyapura,Super built-up Area,Ready To Move,1100.0,2.0,2.0,1.0,5400000.0,550.0,1.0
Raja Rajeshwari Nagar,Super built-up Area,Ready To Move,1306.0,2.0,2.0,2.0,4417000.0,653.0,1.0
other,Plot Area,Ready To Move,1200.0,4.0,4.0,1.0,9500000.0,300.0,1.0
Kalena Agrahara,Super built-up Area,Ready To Move,610.0,1.0,1.0,1.0,3900000.0,610.0,1.0
Yelahanka,Super built-up Area,Ready To Move,1484.0,3.0,2.0,2.0,5640000.0,494.6666666666667,0.6666666666666666
Ramamurthy Nagar,Super built-up Area,Under Construction,1125.0,2.0,2.0,1.0,4700000.0,562.5,1.0
Bhoganhalli,Super built-up Area,Under Construction,1447.0,2.0,2.0,1.0,7597000.0,723.5,1.0
Whitefield,Super built-up Area,Under Construction,2882.0,4.0,5.0,1.0,15800000.0,720.5,1.25
Kundalahalli,Super built-up Area,Ready To Move,2075.0,3.0,3.0,1.0,11500000.0,691.6666666666666,1.0
other,Built-up Area,Ready To Move,1250.0,2.0,2.0,1.0,5800000.0,625.0,1.0
Horamavu Banaswadi,Super built-up Area,Ready To Move,1272.0,2.0,2.0,2.0,5150000.0,636.0,1.0
other,Super built-up Area,Under Construction,625.0,2.0,2.0,1.0,2400000.0,312.5,1.0
1st Phase JP Nagar,Built-up Area,Ready To Move,840.0,1.0,2.0,2.0,5000000.0,840.0,2.0
Hennur Road,Super built-up Area,Ready To Move,2502.0,4.0,4.0,2.0,18000000.0,625.5,1.0
Rayasandra,Super built-up Area,Ready To Move,583.0,1.0,1.0,1.0,2690000.0,583.0,1.0
other,Super built-up Area,Under Construction,900.0,2.0,2.0,1.0,2700000.0,450.0,1.0
Sarjapur  Road,Super built-up Area,Ready To Move,1115.0,2.0,2.0,2.0,5000000.0,557.5,1.0
other,Super built-up Area,Ready To Move,1464.0,2.0,2.0,2.0,5600000.0,732.0,1.0
Kanakapura,Built-up Area,Under Construction,2200.0,3.0,3.0,1.0,12100000.0,733.3333333333334,1.0
Whitefield,Super built-up Area,Under Construction,750.0,1.0,1.0,1.0,5100000.0,750.0,1.0
Chikkalasandra,Super built-up Area,Ready To Move,1365.0,3.0,2.0,2.0,4900000.0,455.0,0.6666666666666666
other,Built-up Area,Under Construction,1300.0,3.0,3.0,2.0,6400000.0,433.3333333333333,1.0
other,Built-up Area,Ready To Move,1200.0,1.0,1.0,0.0,6900000.0,1200.0,1.0
Hosakerehalli,Super built-up Area,Ready To Move,2480.0,3.0,4.0,1.0,26000000.0,826.6666666666666,1.3333333333333333
other,Super built-up Area,Under Construction,1250.0,3.0,3.0,2.0,3800000.0,416.6666666666667,1.0
Kaggadasapura,Built-up Area,Ready To Move,1500.0,3.0,3.0,0.0,7500000.0,500.0,1.0
Banashankari Stage V,Super built-up Area,Ready To Move,1510.0,3.0,3.0,3.0,4757000.0,503.3333333333333,1.0
7th Phase JP Nagar,Super built-up Area,Under Construction,1187.0,2.0,2.0,1.0,5900000.0,593.5,1.0
Kundalahalli,Super built-up Area,Ready To Move,1120.0,2.0,2.0,1.0,5376000.0,560.0,1.0
Whitefield,Super built-up Area,Under Construction,1115.0,2.0,2.0,0.0,3455500.0,557.5,1.0
other,Super built-up Area,Ready To Move,1717.0,3.0,3.0,3.0,9900000.0,572.3333333333334,1.0
other,Built-up Area,Ready To Move,2099.0,3.0,3.0,0.0,9500000.0,699.6666666666666,1.0
Kasturi Nagar,Super built-up Area,Ready To Move,1100.0,2.0,2.0,2.0,5800000.0,550.0,1.0
other,Plot Area,Ready To Move,1200.0,1.0,1.0,0.0,4800000.0,1200.0,1.0
Bannerghatta Road,Built-up Area,Ready To Move,1465.0,3.0,2.0,1.0,4587000.0,488.3333333333333,0.6666666666666666
Kothanur,Plot Area,Ready To Move,1500.0,1.0,1.0,0.0,7500000.0,1500.0,1.0
Haralur Road,Super built-up Area,Ready To Move,1255.0,3.0,2.0,1.0,9000000.0,418.3333333333333,0.6666666666666666
Electronic City Phase II,Built-up Area,Under Construction,1065.0,2.0,2.0,1.0,3088000.0,532.5,1.0
Sultan Palaya,Built-up Area,Ready To Move,1765.0,3.0,3.0,3.0,8000000.0,588.3333333333334,1.0
Bellandur,Super built-up Area,Ready To Move,1281.0,2.0,2.0,2.0,8700000.0,640.5,1.0
Kaggadasapura,Carpet Area,Ready To Move,1215.0,2.0,2.0,3.0,4300000.0,607.5,1.0
Mysore Road,Super built-up Area,Ready To Move,1237.0,2.0,2.0,2.0,7300000.0,618.5,1.0
Whitefield,Super built-up Area,Ready To Move,1105.0,2.0,2.0,2.0,3999000.0,552.5,1.0
Chandapura,Super built-up Area,Ready To Move,1505.0,3.0,2.0,2.0,4200000.0,501.6666666666667,0.6666666666666666
Hebbal Kempapura,Super built-up Area,Ready To Move,3900.0,4.0,5.0,0.0,31000000.0,975.0,1.25
Banashankari,Built-up Area,Ready To Move,1186.0,2.0,2.0,3.0,6500000.0,593.0,1.0
Kengeri,Super built-up Area,Ready To Move,750.0,2.0,2.0,1.0,3550000.0,375.0,1.0
other,Built-up Area,Ready To Move,1430.0,3.0,2.0,1.0,7865000.000000001,476.6666666666667,0.6666666666666666
Thanisandra,Super built-up Area,Ready To Move,1056.0,2.0,2.0,2.0,6800000.0,528.0,1.0
other,Super built-up Area,Ready To Move,2108.0,3.0,3.0,3.0,8500000.0,702.6666666666666,1.0
Banashankari,Super built-up Area,Ready To Move,1650.0,3.0,3.0,2.0,10100000.0,550.0,1.0
Electronic City Phase II,Built-up Area,Under Construction,1220.0,3.0,3.0,1.0,3660000.0,406.6666666666667,1.0
Rayasandra,Super built-up Area,Ready To Move,1198.0,2.0,2.0,1.0,5400000.0,599.0,1.0
other,Super built-up Area,Ready To Move,1190.0,2.0,2.0,1.0,7000000.0,595.0,1.0
other,Built-up Area,Under Construction,900.0,2.0,2.0,1.0,4100000.0,450.0,1.0
other,Super built-up Area,Under Construction,2690.0,4.0,4.0,2.0,18500000.0,672.5,1.0
Kanakapura,Built-up Area,Ready To Move,1340.0,2.0,2.0,2.0,6500000.0,670.0,1.0
Yelahanka,Super built-up Area,Under Construction,1260.0,2.0,2.0,2.0,5920000.0,630.0,1.0
Talaghattapura,Super built-up Area,Under Construction,2254.0,3.0,3.0,2.0,15300000.0,751.3333333333334,1.0
Old Madras Road,Super built-up Area,Ready To Move,2990.0,3.0,5.0,1.0,21000000.0,996.6666666666666,1.6666666666666667
