city,locality,property_type,area_sqft,bhk,bathrooms,floor_no,total_floors,age_years,furnishing,parking,gym,pool,security,schools_score,hospitals_score,price,floor_ratio,bath_per_bhk,area_per_bhk,rooms_total,amenities_count,is_ground_floor,age_bucket
Pune,Hadapsar,Apartment,1313.2,3,2,3,6,17,Unfurnished,1,0,0,1,7.06,4.43,8320000,0.5,0.6666666666666666,437.73333333333335,5,2,0,Old
Nagpur,Civil Lines,Apartment,1676.1,3,3,0,1,6,Semi-Furnished,1,1,0,1,6.75,7.51,17112000,0.0,1.0,558.6999999999999,6,3,1,Recent
Pune,Wagholi,Apartment,1230.4,3,2,2,7,6,Unfurnished,1,0,0,1,3.68,8.77,7269000,0.2857142857142857,0.6666666666666666,410.1333333333334,5,2,0,Recent
Pune,Baner,Apartment,1124.5,3,3,6,6,8,Unfurnished,1,0,0,1,6.97,5.16,12299000,1.0,1.0,374.8333333333333,6,2,0,Established
Mumbai,Goregaon,Plot,2042.7,0,0,0,0,0,Unfurnished,1,0,0,0,7.23,5.01,27014000,0.0,0.0,2042.7,0,1,1,New
Mumbai,Panvel,Plot,3156.2,0,0,0,0,0,Unfurnished,0,0,0,0,7.38,7.43,24206000,0.0,0.0,3156.2,0,0,1,New
Pune,Kothrud,Apartment,2273.7,4,3,1,7,1,Semi-Furnished,1,1,0,1,5.95,3.13,27296000,0.14285714285714285,0.75,568.425,7,3,0,New
Mumbai,Chembur,Apartment,1109.6,2,2,12,17,10,Unfurnished,1,0,0,1,4.65,7.69,19361000,0.7058823529411765,1.0,554.8,4,2,0,Established
Pune,Hadapsar,Apartment,725.4,1,1,1,2,6,Semi-Furnished,1,1,0,1,7.21,6.97,5857000,0.5,1.0,725.4,2,3,0,Recent
Pune,Koregaon Park,Apartment,793.8,1,1,0,11,7,Semi-Furnished,2,0,0,0,4.52,5.85,13280000,0.0,1.0,793.8,2,1,1,Recent
Mumbai,Malad,Apartment,1236.3,2,2,9,12,0,Semi-Furnished,2,1,0,1,9.4,8.62,27494000,0.75,1.0,618.15,4,3,0,New
Mumbai,Panvel,Apartment,1043.3,2,1,0,10,1,Furnished,0,0,0,1,7.94,7.33,10722000,0.0,0.5,521.65,3,1,1,New
Pune,Kothrud,Apartment,487.3,1,1,2,2,13,Furnished,1,0,1,1,7.24,7.89,7206000,1.0,1.0,487.3,2,3,0,Established
Nagpur,Dharampeth,Apartment,1566.9,3,2,1,1,4,Furnished,0,0,1,0,9.06,7.77,14025000,1.0,0.6666666666666666,522.3000000000001,5,1,0,Recent
Mumbai,Andheri West,Plot,2517.8,0,0,0,0,0,Unfurnished,1,0,0,0,7.07,7.27,52057000,0.0,0.0,2517.8,0,1,1,New
Pune,Hadapsar,Plot,1272.5,0,0,0,0,0,Unfurnished,1,0,0,0,4.24,3.04,6010000,0.0,0.0,1272.5,0,1,1,New
Mumbai,Goregaon,Apartment,3123.9,5,5,2,17,0,Unfurnished,1,1,0,1,3.98,8.43,59071000,0.11764705882352941,1.0,624.78,10,3,0,New
Pune,Koregaon Park,Apartment,555.0,1,1,4,14,0,Semi-Furnished,1,1,1,1,3.95,4.01,8806000,0.2857142857142857,1.0,555.0,2,4,0,New
Nagpur,Manish Nagar,Apartment,2638.3,4,4,9,11,7,Furnished,1,0,0,0,5.27,2.24,14892000,0.8181818181818182,1.0,659.575,8,1,0,Recent
Pune,Koregaon Park,Villa,1630.0,3,3,1,1,0,Unfurnished,0,1,1,0,6.51,5.12,33065000,1.0,1.0,543.3333333333334,6,2,0,New
Nagpur,Hingna,Apartment,1151.3,2,1,1,3,8,Semi-Furnished,0,0,0,0,8.13,5.23,3569000,0.3333333333333333,0.5,575.65,3,0,0,Established
Mumbai,Mira Road,Apartment,1822.2,4,3,2,13,9,Unfurnished,2,0,0,1,8.88,5.83,22902000,0.15384615384615385,0.75,455.55,7,2,0,Established
Nagpur,Manish Nagar,Apartment,1070.3,3,3,1,10,5,Semi-Furnished,1,0,0,1,7.32,7.87,6121000,0.1,1.0,356.76666666666665,6,2,0,Recent
Mumbai,Andheri West,Plot,1092.7,0,0,0,0,0,Unfurnished,1,0,0,0,8.24,5.0,26024000,0.0,0.0,1092.7,0,1,1,New
Pune,Koregaon Park,Apartment,504.4,1,1,2,5,5,Semi-Furnished,1,0,0,0,5.3,10.0,7196000,0.4,1.0,504.4,2,1,0,Recent
Nagpur,Wardha Road,Apartment,1133.5,3,2,4,5,1,Semi-Furnished,1,0,0,1,6.76,4.66,7551000,0.8,0.6666666666666666,377.8333333333333,5,2,0,New
Pune,Baner,Villa,3123.8,5,4,10,13,2,Semi-Furnished,1,0,1,1,5.21,4.37,47061000,0.7692307692307693,0.8,624.76,9,3,0,New
Nagpur,Dharampeth,Apartment,1719.6,3,3,5,6,8,Semi-Furnished,1,0,0,1,5.94,8.38,15772000,0.8333333333333334,1.0,573.1999999999999,6,2,0,Established
Nagpur,Manish Nagar,Plot,1329.9,0,0,0,0,0,Unfurnished,1,0,0,0,3.25,6.12,5380000,0.0,0.0,1329.9,0,1,1,New
Mumbai,Panvel,Apartment,567.9,1,1,11,15,14,Semi-Furnished,1,1,0,1,4.8,8.8,6202000,0.7333333333333333,1.0,567.9,2,3,0,Established
Nagpur,Civil Lines,Apartment,1195.5,3,3,9,9,2,Semi-Furnished,1,0,0,1,8.09,7.93,14063000,1.0,1.0,398.5,6,2,0,New
Nagpur,Dharampeth,Apartment,832.2,2,1,1,2,0,Semi-Furnished,0,0,0,1,6.14,5.46,7306000,0.5,0.5,416.1,3,1,0,New
Mumbai,Mira Road,Villa,1358.1,2,2,5,20,2,Unfurnished,1,0,0,1,5.2,3.38,19769000,0.25,1.0,679.05,4,2,0,New
Nagpur,Civil Lines,Apartment,868.3,2,2,2,11,0,Furnished,0,0,0,1,2.26,7.43,10044000,0.18181818181818182,1.0,434.15,4,1,0,New
Pune,Kalyani Nagar,Apartment,1698.8,3,2,5,7,3,Furnished,2,0,0,1,6.69,7.05,29175000,0.7142857142857143,0.6666666666666666,566.2666666666667,5,2,0,Recent
Nagpur,Manish Nagar,Apartment,2352.1,4,3,2,6,0,Furnished,1,1,1,0,8.61,3.69,16567000,0.3333333333333333,0.75,588.025,7,3,0,New
Pune,Kalyani Nagar,Apartment,2540.9,4,4,7,9,1,Unfurnished,1,0,0,1,9.62,10.0,44035000,0.7777777777777778,1.0,635.225,8,2,0,New
Mumbai,Mira Road,Apartment,465.6,1,1,6,9,1,Unfurnished,1,0,0,0,7.21,4.38,4994000,0.6666666666666666,1.0,465.6,2,1,0,New
Mumbai,Mira Road,Villa,1691.8,3,3,16,16,2,Semi-Furnished,0,0,0,1,7.38,7.64,28620000,1.0,1.0,563.9333333333333,6,1,0,New
Pune,Wakad,Apartment,806.0,1,1,5,7,0,Unfurnished,0,0,1,0,8.49,9.21,8707000,0.7142857142857143,1.0,806.0,2,1,0,New
Mumbai,Chembur,Apartment,1984.3,3,3,5,12,4,Semi-Furnished,0,1,0,1,5.13,4.82,46287000,0.4166666666666667,1.0,661.4333333333333,6,2,0,Recent
Pune,Wakad,Apartment,793.5,1,1,8,10,9,Unfurnished,1,0,1,1,6.93,5.21,6842000,0.8,1.0,793.5,2,3,0,Established
Nagpur,Kalmna,Plot,2390.0,0,0,0,0,0,Unfurnished,0,0,0,0,3.56,6.32,5631000,0.0,0.0,2390.0,0,0,1,New
Mumbai,Mira Road,Apartment,842.1,1,1,4,8,1,Furnished,0,0,0,1,8.62,8.25,13740000,0.5,1.0,842.1,2,1,0,New
Mumbai,Andheri West,Apartment,648.4,1,1,0,11,5,Unfurnished,0,1,0,1,4.34,7.18,17319000,0.0,1.0,648.4,2,2,1,Recent
Nagpur,Civil Lines,Plot,1884.6,0,0,0,0,0,Unfurnished,1,0,0,0,6.77,5.04,14735000,0.0,0.0,1884.6,0,1,1,New
Pune,Hadapsar,Apartment,1637.6,3,2,11,16,10,Unfurnished,0,0,0,0,7.11,7.69,10923000,0.6875,0.6666666666666666,545.8666666666667,5,0,0,Established
Nagpur,Kalmna,Villa,1145.9,2,2,1,4,1,Furnished,1,0,0,0,6.45,4.13,5241000,0.25,1.0,572.95,4,1,0,New
Mumbai,Andheri West,Apartment,2277.1,3,3,11,14,8,Furnished,1,0,0,1,3.65,4.63,76112000,0.7857142857142857,1.0,759.0333333333333,6,2,0,Established
Mumbai,Mira Road,Apartment,1060.3,2,1,6,18,0,Unfurnished,1,0,0,1,6.13,6.45,11785000,0.3333333333333333,0.5,530.15,3,2,0,New
Mumbai,Goregaon,Apartment,1823.5,3,2,1,2,0,Semi-Furnished,1,0,0,1,3.85,7.62,44116000,0.5,0.6666666666666666,607.8333333333334,5,2,0,New
Nagpur,Kalmna,Apartment,1417.1,3,3,1,1,6,Furnished,0,0,0,1,5.21,5.54,4817000,1.0,1.0,472.3666666666666,6,1,0,Recent
Pune,Kalyani Nagar,Apartment,3289.6,4,3,1,10,2,Unfurnished,1,1,0,1,6.33,6.86,41534000,0.1,0.75,822.4,7,3,0,New
Nagpur,Civil Lines,Apartment,1606.5,3,2,7,7,31,Furnished,1,1,0,1,1.88,5.0,14124000,1.0,0.6666666666666666,535.5,5,3,0,Old
Pune,Wagholi,Plot,3172.3,0,0,0,0,0,Unfurnished,0,0,0,0,6.4,5.27,14276000,0.0,0.0,3172.3,0,0,1,New
Nagpur,Kalmna,Apartment,2248.6,4,4,8,10,8,Unfurnished,0,0,0,1,7.69,10.0,6528000,0.8,1.0,562.15,8,1,0,Established
Mumbai,Chembur,Villa,2563.7,4,4,10,11,14,Unfurnished,1,1,1,0,6.88,6.0,78968000,0.9090909090909091,1.0,640.925,8,3,0,Established
Nagpur,Kalmna,Villa,2384.4,4,4,3,7,10,Furnished,1,1,0,0,9.97,7.19,11647000,0.42857142857142855,1.0,596.1,8,2,0,Established
Nagpur,Dharampeth,Apartment,2090.1,4,4,10,10,10,Unfurnished,2,0,0,0,8.22,5.48,13365000,1.0,1.0,522.525,8,1,0,Established
Nagpur,Dharampeth,Apartment,320.0,1,1,1,4,7,Unfurnished,1,1,0,1,4.3,7.59,2297000,0.25,1.0,320.0,2,3,0,Recent
Nagpur,Manish Nagar,Apartment,1549.2,3,3,4,12,2,Unfurnished,0,0,1,1,5.47,8.71,8802000,0.3333333333333333,1.0,516.4,6,2,0,New
Nagpur,Kalmna,Apartment,832.2,2,1,0,1,9,Unfurnished,2,1,0,1,6.18,6.85,2553000,0.0,0.5,416.1,3,3,1,Established
Pune,Koregaon Park,Plot,1290.9,0,0,0,0,0,Unfurnished,1,0,0,0,5.18,6.35,12095000,0.0,0.0,1290.9,0,1,1,New
Pune,Kothrud,Villa,1762.7,4,4,1,12,15,Semi-Furnished,1,0,0,1,7.16,6.08,27996000,0.08333333333333333,1.0,440.675,8,2,0,Established
Mumbai,Bandra West,Apartment,1669.0,3,3,8,13,13,Furnished,1,1,0,0,6.46,6.6,88701000,0.6153846153846154,1.0,556.3333333333334,6,2,0,Established
Pune,Wagholi,Apartment,1567.5,3,2,12,13,1,Furnished,1,0,1,0,6.66,6.09,12483000,0.9230769230769231,0.6666666666666666,522.5,5,2,0,New
Mumbai,Goregaon,Apartment,564.7,2,2,1,10,2,Semi-Furnished,2,1,1,0,5.65,6.25,13182000,0.1,1.0,282.35,4,3,0,New
Nagpur,Ramdaspeth,Apartment,1335.4,2,2,0,1,1,Semi-Furnished,1,1,0,1,4.74,3.49,11313000,0.0,1.0,667.7,4,3,1,New
Pune,Baner,Apartment,1956.8,3,2,3,8,5,Semi-Furnished,1,1,0,1,10.0,5.63,24966000,0.375,0.6666666666666666,652.2666666666667,5,3,0,Recent
Pune,Kalyani Nagar,Plot,2700.3,0,0,0,0,0,Unfurnished,0,0,0,0,4.62,4.09,20722000,0.0,0.0,2700.3,0,0,1,New
Nagpur,Dharampeth,Apartment,1306.6,2,1,1,2,7,Semi-Furnished,1,0,0,1,6.21,6.64,10396000,0.5,0.5,653.3,3,2,0,Recent
Pune,Koregaon Park,Apartment,975.4,2,2,5,5,8,Furnished,2,0,0,0,5.08,5.64,17872000,1.0,1.0,487.7,4,1,0,Established
Nagpur,Ramdaspeth,Villa,2303.1,4,4,2,6,14,Unfurnished,1,0,1,1,5.91,8.96,24862000,0.3333333333333333,1.0,575.775,8,3,0,Established
Mumbai,Andheri West,Apartment,1863.0,4,3,10,11,0,Unfurnished,0,0,0,0,8.88,4.36,52704000,0.9090909090909091,0.75,465.75,7,0,0,New
Pune,Baner,Apartment,1303.1,3,3,1,12,2,Unfurnished,1,1,0,0,4.51,10.0,16078000,0.08333333333333333,1.0,434.3666666666666,6,2,0,New
Nagpur,Kalmna,Apartment,1928.0,3,3,0,1,6,Unfurnished,0,0,0,0,4.25,6.08,5746000,0.0,1.0,642.6666666666666,6,0,1,Recent
Pune,Hadapsar,Apartment,1349.9,3,2,18,19,5,Semi-Furnished,0,1,1,1,7.84,7.1,12306000,0.9473684210526315,0.6666666666666666,449.9666666666667,5,3,0,Recent
Mumbai,Mira Road,Villa,1811.8,3,3,11,16,6,Furnished,1,0,0,1,6.11,6.85,32297000,0.6875,1.0,603.9333333333333,6,2,0,Recent
Pune,Baner,Apartment,1163.6,2,1,9,9,11,Unfurnished,1,0,0,1,6.33,5.78,13041000,1.0,0.5,581.8,3,2,0,Established
Pune,Hinjewadi,Apartment,1285.2,2,1,11,12,6,Semi-Furnished,1,0,1,1,4.19,5.8,12555000,0.9166666666666666,0.5,642.6,3,3,0,Recent
Pune,Wakad,Apartment,1529.8,3,2,10,12,4,Unfurnished,1,0,0,1,5.93,6.2,12562000,0.8333333333333334,0.6666666666666666,509.93333333333334,5,2,0,Recent
Pune,Wakad,Apartment,1989.9,3,2,0,1,15,Semi-Furnished,0,0,0,1,5.72,6.12,16973000,0.0,0.6666666666666666,663.3000000000001,5,1,1,Established
Mumbai,Andheri West,Apartment,2224.3,3,3,7,15,1,Semi-Furnished,2,1,0,0,10.0,10.0,70486000,0.4666666666666667,1.0,741.4333333333334,6,2,0,New
Nagpur,Dharampeth,Apartment,1041.1,2,1,1,7,3,Semi-Furnished,1,0,0,1,6.88,7.12,8321000,0.14285714285714285,0.5,520.55,3,2,0,Recent
Mumbai,Malad,Apartment,1995.1,4,4,7,18,2,Semi-Furnished,1,1,0,1,3.87,6.21,37133000,0.3888888888888889,1.0,498.775,8,3,0,New
Nagpur,Civil Lines,Plot,3109.1,0,0,0,0,0,Unfurnished,1,0,0,0,5.43,7.14,20979000,0.0,0.0,3109.1,0,1,1,New
Pune,Wagholi,Apartment,1041.8,3,3,0,1,21,Unfurnished,2,0,0,1,5.49,7.91,4886000,0.0,1.0,347.26666666666665,6,2,1,Old
Nagpur,Manish Nagar,Apartment,828.1,2,1,10,11,0,Furnished,1,1,1,0,10.0,5.81,5969000,0.9090909090909091,0.5,414.05,3,3,0,New
Nagpur,Ramdaspeth,Apartment,553.1,1,1,3,12,5,Unfurnished,1,0,0,1,3.79,7.29,4446000,0.25,1.0,553.1,2,2,0,Recent
Nagpur,Wardha Road,Villa,1644.8,3,2,8,12,6,Semi-Furnished,0,0,0,1,7.58,7.89,11372000,0.6666666666666666,0.6666666666666666,548.2666666666667,5,1,0,Recent
Nagpur,Civil Lines,Plot,2381.8,0,0,0,0,0,Unfurnished,1,0,0,0,9.38,3.55,17752000,0.0,0.0,2381.8,0,1,1,New
Pune,Hadapsar,Apartment,1169.2,2,2,0,2,34,Furnished,2,0,0,1,8.39,6.79,9273000,0.0,1.0,584.6,4,2,1,Old
Nagpur,Besa,Plot,2532.1,0,0,0,0,0,Unfurnished,0,0,0,0,6.23,7.91,7608000,0.0,0.0,2532.1,0,0,1,New
Mumbai,Mira Road,Plot,1241.4,0,0,0,0,0,Unfurnished,1,0,0,0,2.96,10.0,10659000,0.0,0.0,1241.4,0,1,1,New
Mumbai,Panvel,Apartment,517.6,1,1,4,18,27,Furnished,2,0,0,1,7.8,3.96,5588000,0.2222222222222222,1.0,517.6,2,2,0,Old
Nagpur,Manish Nagar,Apartment,519.7,1,1,3,9,3,Semi-Furnished,0,0,0,0,7.2,6.22,3715000,0.3333333333333333,1.0,519.7,2,0,0,Recent
Mumbai,Mira Road,Plot,2026.2,0,0,0,0,0,Unfurnished,1,0,0,0,6.33,7.38,15803000,0.0,0.0,2026.2,0,1,1,New
Mumbai,Chembur,Apartment,1974.7,4,4,0,3,2,Unfurnished,1,0,1,0,8.21,8.11,45305000,0.0,1.0,493.675,8,2,1,New
Pune,Wagholi,Apartment,1155.1,2,2,14,17,2,Semi-Furnished,0,0,0,1,5.76,7.11,6649000,0.8235294117647058,1.0,577.55,4,1,0,New
Pune,Wagholi,Apartment,1858.4,3,3,4,4,3,Semi-Furnished,0,1,0,0,2.83,8.61,12034000,1.0,1.0,619.4666666666667,6,1,0,Recent
Mumbai,Chembur,Apartment,965.1,2,2,8,18,4,Unfurnished,1,1,1,1,6.95,3.14,23572000,0.4444444444444444,1.0,482.55,4,4,0,Recent
Pune,Koregaon Park,Plot,2799.6,0,0,0,0,0,Unfurnished,0,0,0,0,6.48,8.35,28729000,0.0,0.0,2799.6,0,0,1,New
Nagpur,Civil Lines,Apartment,1129.7,2,1,4,5,1,Furnished,1,0,0,1,6.37,7.59,11509000,0.8,0.5,564.85,3,2,0,New
Pune,Koregaon Park,Plot,1945.1,0,0,0,0,0,Unfurnished,0,0,0,0,6.5,5.36,21858000,0.0,0.0,1945.1,0,0,1,New
Nagpur,Manish Nagar,Apartment,1988.2,3,2,7,9,2,Unfurnished,2,1,0,1,5.38,6.51,11964000,0.7777777777777778,0.6666666666666666,662.7333333333333,5,3,0,New
Pune,Wagholi,Villa,2369.1,4,4,2,6,23,Unfurnished,1,0,0,1,6.19,8.37,16503000,0.3333333333333333,1.0,592.275,8,2,0,Old
Nagpur,Ramdaspeth,Apartment,1335.9,3,2,9,15,0,Unfurnished,1,0,0,1,6.68,6.24,10937000,0.6,0.6666666666666666,445.3,5,2,0,New
Pune,Koregaon Park,Plot,3524.3,0,0,0,0,0,Unfurnished,1,0,0,0,3.98,6.51,40514000,0.0,0.0,3524.3,0,1,1,New
Nagpur,Hingna,Apartment,1447.3,2,1,4,6,6,Unfurnished,1,0,1,0,8.3,3.69,5025000,0.6666666666666666,0.5,723.65,3,2,0,Recent
Nagpur,Dharampeth,Apartment,2187.4,4,3,3,5,3,Unfurnished,2,0,0,0,3.89,4.51,13031000,0.6,0.75,546.85,7,1,0,Recent
Nagpur,Hingna,Apartment,978.4,2,1,1,1,10,Semi-Furnished,1,1,1,1,6.49,3.81,4344000,1.0,0.5,489.2,3,4,0,Established
Pune,Kothrud,Apartment,1145.4,2,2,1,13,4,Semi-Furnished,1,0,0,0,7.23,7.77,13110000,0.07692307692307693,1.0,572.7,4,1,0,Recent
Pune,Wagholi,Apartment,2169.5,3,2,4,12,0,Unfurnished,1,0,0,0,8.05,4.97,13391000,0.3333333333333333,0.6666666666666666,723.1666666666666,5,1,0,New
Pune,Koregaon Park,Plot,2354.5,0,0,0,0,0,Unfurnished,0,0,0,0,6.69,4.5,24481000,0.0,0.0,2354.5,0,0,1,New
Mumbai,Bandra West,Apartment,1713.8,4,3,4,14,0,Unfurnished,1,0,0,1,6.68,7.3,81180000,0.2857142857142857,0.75,428.45,7,2,0,New
Pune,Koregaon Park,Villa,804.9,2,2,2,19,8,Semi-Furnished,0,1,0,1,3.98,4.8,14408000,0.10526315789473684,1.0,402.45,4,2,0,Established
Nagpur,Hingna,Villa,902.4,2,2,4,8,7,Semi-Furnished,1,1,0,1,5.36,4.38,4211000,0.5,1.0,451.2,4,3,0,Recent
Pune,Baner,Apartment,1001.0,2,2,7,9,1,Semi-Furnished,0,0,0,0,7.25,4.03,12473000,0.7777777777777778,1.0,500.5,4,0,0,New
Mumbai,Bandra West,Apartment,923.6,2,1,14,15,2,Unfurnished,0,1,0,0,3.71,6.83,38395000,0.9333333333333333,0.5,461.8,3,1,0,New
Mumbai,Bandra West,Apartment,1298.4,2,2,10,12,4,Unfurnished,1,0,0,1,6.41,7.16,55603000,0.8333333333333334,1.0,649.2,4,2,0,Recent
Pune,Baner,Apartment,2289.1,4,4,0,8,1,Unfurnished,2,0,0,0,8.77,7.27,24944000,0.0,1.0,572.275,8,1,1,New
Pune,Hadapsar,Apartment,1728.1,3,2,0,10,0,Furnished,0,0,0,0,5.97,8.07,16679000,0.0,0.6666666666666666,576.0333333333333,5,0,1,New
Nagpur,Hingna,Apartment,1709.6,3,3,21,21,0,Furnished,1,0,0,1,5.63,8.23,7191000,1.0,1.0,569.8666666666667,6,2,0,New
Mumbai,Panvel,Apartment,1593.0,2,2,17,17,0,Semi-Furnished,1,0,0,1,6.68,6.32,18506000,1.0,1.0,796.5,4,2,0,New
Nagpur,Besa,Apartment,1073.1,2,2,3,3,8,Semi-Furnished,2,1,0,0,7.88,3.13,4905000,1.0,1.0,536.55,4,2,0,Established
Mumbai,Andheri West,Apartment,1030.8,2,1,0,5,4,Unfurnished,1,0,0,0,3.96,3.8,26439000,0.0,0.5,515.4,3,1,1,Recent
Mumbai,Mira Road,Apartment,1590.8,3,2,14,18,0,Semi-Furnished,1,0,0,1,6.05,6.58,19846000,0.7777777777777778,0.6666666666666666,530.2666666666667,5,2,0,New
Nagpur,Civil Lines,Plot,2258.5,0,0,0,0,0,Unfurnished,0,0,0,0,4.97,10.0,14766000,0.0,0.0,2258.5,0,0,1,New
Mumbai,Powai,Plot,1791.4,0,0,0,0,0,Unfurnished,0,0,0,0,7.0,8.95,38131000,0.0,0.0,1791.4,0,0,1,New
Mumbai,Bandra West,Apartment,1957.9,4,3,12,18,2,Unfurnished,1,1,0,0,9.11,5.73,103267000,0.6666666666666666,0.75,489.475,7,2,0,New
Mumbai,Goregaon,Apartment,1067.9,2,1,13,16,2,Semi-Furnished,0,0,0,1,4.53,8.82,21148000,0.8125,0.5,533.95,3,1,0,New
Nagpur,Kalmna,Apartment,2386.6,4,4,12,12,9,Furnished,2,0,1,1,6.68,6.47,9725000,1.0,1.0,596.65,8,3,0,Established
Pune,Hadapsar,Apartment,1692.4,2,1,0,4,11,Semi-Furnished,1,0,0,1,3.18,8.08,10982000,0.0,0.5,846.2,3,2,1,Established
Nagpur,Manish Nagar,Apartment,636.7,1,1,2,15,1,Unfurnished,1,0,0,1,4.41,2.4,3063000,0.13333333333333333,1.0,636.7,2,2,0,New
Mumbai,Goregaon,Apartment,1351.3,2,1,10,12,1,Furnished,1,0,0,0,4.69,7.65,29192000,0.8333333333333334,0.5,675.65,3,1,0,New
Pune,Kalyani Nagar,Apartment,1329.4,3,3,4,6,5,Furnished,1,1,0,1,6.74,6.66,18040000,0.6666666666666666,1.0,443.1333333333334,6,3,0,Recent
Nagpur,Wardha Road,Apartment,581.0,1,1,6,6,5,Unfurnished,1,0,0,0,7.05,9.31,3950000,1.0,1.0,581.0,2,1,0,Recent
Nagpur,Besa,Plot,2408.7,0,0,0,0,0,Unfurnished,0,0,0,0,7.0,6.05,6900000,0.0,0.0,2408.7,0,0,1,New
Nagpur,Hingna,Apartment,1857.3,3,2,5,9,12,Semi-Furnished,1,1,0,1,5.06,7.03,7019000,0.5555555555555556,0.6666666666666666,619.1,5,3,0,Established
Pune,Hadapsar,Apartment,746.3,1,1,0,6,4,Unfurnished,2,0,0,1,4.82,1.92,5448000,0.0,1.0,746.3,2,2,1,Recent
Mumbai,Malad,Apartment,1934.9,3,3,7,10,2,Semi-Furnished,0,0,0,0,6.05,5.18,30541000,0.7,1.0,644.9666666666667,6,0,0,New
Mumbai,Malad,Villa,1881.0,3,2,11,21,6,Semi-Furnished,0,0,0,1,4.98,3.94,39147000,0.5238095238095238,0.6666666666666666,627.0,5,1,0,Recent
Pune,Hinjewadi,Apartment,649.5,1,1,4,9,2,Furnished,2,0,0,0,6.16,3.38,6633000,0.4444444444444444,1.0,649.5,2,1,0,New
Mumbai,Goregaon,Villa,983.2,2,1,11,18,8,Furnished,1,1,0,1,7.49,8.89,27233000,0.6111111111111112,0.5,491.6,3,3,0,Established
Pune,Kalyani Nagar,Apartment,1375.2,3,2,8,11,0,Semi-Furnished,0,0,0,0,4.98,6.99,19481000,0.7272727272727273,0.6666666666666666,458.40000000000003,5,0,0,New
Mumbai,Mira Road,Apartment,2409.8,4,3,1,18,4,Semi-Furnished,0,1,0,0,4.69,7.83,31532000,0.05555555555555555,0.75,602.45,7,1,0,Recent
Mumbai,Andheri West,Villa,758.5,1,1,9,11,2,Semi-Furnished,0,1,0,1,6.12,5.93,32369000,0.8181818181818182,1.0,758.5,2,2,0,New
Mumbai,Goregaon,Apartment,2362.2,3,3,8,16,16,Semi-Furnished,2,0,0,0,6.54,3.77,49658000,0.5,1.0,787.4,6,1,0,Old
Pune,Wakad,Apartment,2612.5,3,3,8,11,0,Furnished,1,0,0,1,2.61,4.11,26618000,0.7272727272727273,1.0,870.8333333333334,6,2,0,New
Pune,Kothrud,Villa,562.5,1,1,3,4,1,Semi-Furnished,0,0,1,0,3.47,7.19,7614000,0.75,1.0,562.5,2,1,0,New
Mumbai,Powai,Apartment,1150.1,2,1,15,16,0,Semi-Furnished,2,1,0,1,6.25,7.4,41581000,0.9375,0.5,575.05,3,3,0,New
Mumbai,Goregaon,Villa,2683.7,3,3,1,4,1,Unfurnished,1,0,0,1,5.93,8.0,83322000,0.25,1.0,894.5666666666666,6,2,0,New
Pune,Baner,Apartment,2260.8,3,2,2,2,1,Unfurnished,1,0,0,1,5.05,5.63,28345000,1.0,0.6666666666666666,753.6,5,2,0,New
Nagpur,Kalmna,Plot,2199.6,0,0,0,0,0,Unfurnished,0,0,0,0,8.77,6.31,4997000,0.0,0.0,2199.6,0,0,1,New
Mumbai,Bandra West,Apartment,1045.8,2,1,0,4,1,Semi-Furnished,1,1,1,1,4.36,4.95,43186000,0.0,0.5,522.9,3,4,1,New
Nagpur,Hingna,Villa,884.6,2,1,5,9,9,Furnished,1,0,0,0,7.22,5.06,5540000,0.5555555555555556,0.5,442.3,3,1,0,Established
Nagpur,Hingna,Plot,3480.6,0,0,0,0,0,Unfurnished,0,0,0,0,5.95,6.99,8932000,0.0,0.0,3480.6,0,0,1,New
Mumbai,Goregaon,Apartment,1918.5,3,3,3,18,24,Unfurnished,0,1,0,1,6.76,7.11,30933000,0.16666666666666666,1.0,639.5,6,2,0,Old
Pune,Hinjewadi,Apartment,1079.9,2,2,0,6,17,Semi-Furnished,1,0,0,1,4.94,8.36,9045000,0.0,1.0,539.95,4,2,1,Old
Nagpur,Kalmna,Apartment,554.3,1,1,6,9,4,Unfurnished,0,0,0,1,8.48,9.95,1881000,0.6666666666666666,1.0,554.3,2,1,0,Recent
Mumbai,Andheri West,Apartment,1409.6,3,3,1,16,17,Unfurnished,2,0,0,1,7.22,9.42,44634000,0.0625,1.0,469.8666666666666,6,2,0,Old
Pune,Wagholi,Apartment,2292.0,4,4,1,1,2,Unfurnished,0,0,0,0,7.34,7.2,13142000,1.0,1.0,573.0,8,0,0,New
Mumbai,Andheri West,Villa,511.5,1,1,7,20,0,Semi-Furnished,0,0,0,1,5.08,5.11,16919000,0.35,1.0,511.5,2,1,0,New
Pune,Kothrud,Apartment,1557.2,3,2,1,3,22,Furnished,1,0,1,1,6.43,9.81,19855000,0.3333333333333333,0.6666666666666666,519.0666666666667,5,3,0,Old
Pune,Wagholi,Plot,800.0,0,0,0,0,0,Unfurnished,0,0,0,0,4.41,6.43,3618000,0.0,0.0,800.0,0,0,1,New
Nagpur,Besa,Apartment,1132.2,2,2,0,3,4,Unfurnished,1,1,0,1,5.88,3.11,4501000,0.0,1.0,566.1,4,3,1,Recent
Pune,Kalyani Nagar,Plot,2650.6,0,0,0,0,0,Unfurnished,1,0,0,0,6.03,5.23,26042000,0.0,0.0,2650.6,0,1,1,New
